paper_id,title,authors,year,venue,doi,pmid,arxiv_id,openalex_id,url_abstract,url_pdf,source_batch,tags_modality,tags_anatomy,tags_disease,tags_method,notes
openalex:W3150200723,2012 9th IEEE International Symposium on Biomedical Imaging (ISBI),,2012,International Symposium on Biomedical Imaging,,,,W3150200723,https://openalex.org/W3150200723,,T021_isbi_openalex_source,medical_imaging,,,unspecified,OpenAlex primary_location.source.id:S4306420100 (International Symposium on Biomedical Imaging); T047_modality_normalized; T048_method_normalized
openalex:W3140078170,"2012 9th IEEE International Symposium on Biomedical Imaging: From Nano to Macro, ISBI 2012 - Proceedings",,2012,International Symposium on Biomedical Imaging,,,,W3140078170,https://openalex.org/W3140078170,,T021_isbi_openalex_source,medical_imaging,,,unspecified,OpenAlex primary_location.source.id:S4306420100 (International Symposium on Biomedical Imaging); T047_modality_normalized; T048_method_normalized
openalex:W7140114233,Clinical priors-inspired privileged knowledge distillation for reliable pancreatic lesion classification,,2026,Medical Image Analysis,10.1016/j.media.2026.104041,,,W7140114233,https://openalex.org/W7140114233,,T022_media_openalex_source,medical_imaging,,,unspecified,OpenAlex source S116571295; T047_modality_normalized; T048_method_normalized
openalex:W7139981065,ViFIT-assisted histopathology: From H&amp;E style standardization to virtual fiber image transformation,,2026,Medical Image Analysis,10.1016/j.media.2026.104051,,,W7139981065,https://openalex.org/W7139981065,,T022_media_openalex_source,medical_imaging,,,unspecified,OpenAlex source S116571295; T047_modality_normalized; T048_method_normalized
openalex:W7139037145,SEQUAL: Self-refining and effective querying active learning with pseudo label divergence score for carotid intima-media segmentation in ultrasound,,2026,Medical Image Analysis,10.1016/j.media.2026.104048,,,W7139037145,https://openalex.org/W7139037145,,T022_media_openalex_source,medical_imaging,,,segmentation,OpenAlex source S116571295; T047_modality_normalized; T048_method_normalized
openalex:W4414756182,SparseXMIL: Leveraging sparse convolutions for context-aware and memory-efficient classification of whole slide images in digital pathology,,2026,Medical Image Analysis,10.1016/j.media.2026.104047,,,W4414756182,https://openalex.org/W4414756182,,T022_media_openalex_source,medical_imaging,,,unspecified,OpenAlex source S116571295; T047_modality_normalized; T048_method_normalized
openalex:W7138528703,Translating MRI to PET through conditional diffusion models with enhanced pathology awareness,,2026,Medical Image Analysis,10.1016/j.media.2026.104035,,,W7138528703,https://openalex.org/W7138528703,,T022_media_openalex_source,medical_imaging,,,generative,OpenAlex source S116571295; T047_modality_normalized; T048_method_normalized
openalex:W7138001366,PASS-Tr: PAtch-wise swin slice attention to leverage generalization of 2D large vision model to universal lesion detection,,2026,Medical Image Analysis,10.1016/j.media.2026.104036,,,W7138001366,https://openalex.org/W7138001366,,T022_media_openalex_source,medical_imaging,,,transformers,OpenAlex source S116571295; T047_modality_normalized; T048_method_normalized
openalex:W7135416061,Beyond benchmarks of IUGC: Rethinking requirements of deep learning method for intrapartum ultrasound biometry from fetal ultrasound videos,,2026,Medical Image Analysis,10.1016/j.media.2026.104043,,,W7135416061,https://openalex.org/W7135416061,,T022_media_openalex_source,medical_imaging,,,unspecified,OpenAlex source S116571295; T047_modality_normalized; T048_method_normalized
openalex:W7135230477,Editorial Board,,2026,Medical Image Analysis,10.1016/s1361-8415(26)00092-7,,,W7135230477,https://openalex.org/W7135230477,,T022_media_openalex_source,medical_imaging,,,unspecified,OpenAlex source S116571295; T047_modality_normalized; T048_method_normalized
openalex:W7135061954,ACE-ProtoNet: Adaptive covariance eigen-gate and uncertainty-aware prototype learning for coronary artery segmentation,,2026,Medical Image Analysis,10.1016/j.media.2026.104040,,,W7135061954,https://openalex.org/W7135061954,,T022_media_openalex_source,medical_imaging,,,segmentation,OpenAlex source S116571295; T047_modality_normalized; T048_method_normalized
openalex:W7134887469,Memory like the human brain: A framework for decoding multimodal learning of brain-visual-linguistic features,,2026,Medical Image Analysis,10.1016/j.media.2026.104038,,,W7134887469,https://openalex.org/W7134887469,,T022_media_openalex_source,medical_imaging,,,unspecified,OpenAlex source S116571295; T047_modality_normalized; T048_method_normalized
openalex:W7135070057,PCa-Mamba: Spatiotemporal state space models for prostate cancer detection in multi-parametric MRI,,2026,Medical Image Analysis,10.1016/j.media.2026.104033,,,W7135070057,https://openalex.org/W7135070057,,T022_media_openalex_source,medical_imaging,,,transformers,OpenAlex source S116571295; T047_modality_normalized; T048_method_normalized
openalex:W7134944726,MG-3D: Multi-grained knowledge-enhanced vision-language pre-training for 3D medical image analysis,,2026,Medical Image Analysis,10.1016/j.media.2026.104027,,,W7134944726,https://openalex.org/W7134944726,,T022_media_openalex_source,medical_imaging,,,unspecified,OpenAlex source S116571295; T047_modality_normalized; T048_method_normalized
openalex:W7134935494,PTCMIL: multiple instance learning via prompt token clustering for whole slide image analysis,,2026,Medical Image Analysis,10.1016/j.media.2026.104013,,,W7134935494,https://openalex.org/W7134935494,,T022_media_openalex_source,medical_imaging,,,unspecified,OpenAlex source S116571295; T047_modality_normalized; T048_method_normalized
openalex:W7134965559,Eliminating domain-related confounding factors in cross-domain one-shot medical image segmentation via causal inference,,2026,Medical Image Analysis,10.1016/j.media.2026.104037,,,W7134965559,https://openalex.org/W7134965559,,T022_media_openalex_source,medical_imaging,,,segmentation,OpenAlex source S116571295; T047_modality_normalized; T048_method_normalized
openalex:W4414457879,HOI-brain: A novel multi-channel transformers framework for brain disorder diagnosis by accurately extracting signed higher-order interactions from fMRI data,,2026,Medical Image Analysis,10.1016/j.media.2026.104009,,,W4414457879,https://openalex.org/W4414457879,,T022_media_openalex_source,medical_imaging,,,transformers,OpenAlex source S116571295; T047_modality_normalized; T048_method_normalized
openalex:W7134918073,Explicable intensity-aware 3D cerebrovascular segmentation with planar representation,,2026,Medical Image Analysis,10.1016/j.media.2026.104032,,,W7134918073,https://openalex.org/W7134918073,,T022_media_openalex_source,medical_imaging,,,segmentation,OpenAlex source S116571295; T047_modality_normalized; T048_method_normalized
openalex:W7134925414,HOI-brain: A novel multi-channel transformers framework for brain disorder diagnosis by accurately extracting signed higher-order interactions from fMRI data,,2026,Medical Image Analysis,10.1016/j.media.2026.104009,,,W7134925414,https://openalex.org/W7134925414,,T022_media_openalex_source,medical_imaging,,,transformers,OpenAlex source S116571295; T047_modality_normalized; T048_method_normalized
openalex:W7134965712,Establishing a relationship between iron-based blood measures and structural brain changes using neural networks in UK Biobank,,2026,Medical Image Analysis,10.1016/j.media.2026.104034,,,W7134965712,https://openalex.org/W7134965712,,T022_media_openalex_source,medical_imaging,,,unspecified,OpenAlex source S116571295; T047_modality_normalized; T048_method_normalized
openalex:W7134107268,Artificial intelligence in microscopic hair imaging for scalp disorders: From image acquisition to clinical decisions,,2026,Medical Image Analysis,10.1016/j.media.2026.104017,,,W7134107268,https://openalex.org/W7134107268,,T022_media_openalex_source,medical_imaging,,,unspecified,OpenAlex source S116571295; T047_modality_normalized; T048_method_normalized
openalex:W7134127382,A content-aware variable-rate framework for pathology learned image compression (PathoLIC),,2026,Medical Image Analysis,10.1016/j.media.2026.104018,,,W7134127382,https://openalex.org/W7134127382,,T022_media_openalex_source,medical_imaging,,,unspecified,OpenAlex source S116571295; T047_modality_normalized; T048_method_normalized
openalex:W7134108826,FreqConvMamba: Frequency-guided hierarchical hybrid SSM-CNN for medical image segmentation,,2026,Medical Image Analysis,10.1016/j.media.2026.104019,,,W7134108826,https://openalex.org/W7134108826,,T022_media_openalex_source,medical_imaging,,,segmentation|transformers,OpenAlex source S116571295; T047_modality_normalized; T048_method_normalized
openalex:W7134201244,MedSapiens: Taking a pose to rethink medical imaging landmark detection,,2026,Medical Image Analysis,10.1016/j.media.2026.104015,,,W7134201244,https://openalex.org/W7134201244,,T022_media_openalex_source,medical_imaging,,,unspecified,OpenAlex source S116571295; T047_modality_normalized; T048_method_normalized
openalex:W7133306872,FADFNet: A fine-tunable and adaptive decomposition-fusion network for cross-dataset low-dose CT and low-dose PET image reconstruction,,2026,Medical Image Analysis,10.1016/j.media.2026.104016,,,W7133306872,https://openalex.org/W7133306872,,T022_media_openalex_source,medical_imaging,,,unspecified,OpenAlex source S116571295; T047_modality_normalized; T048_method_normalized
openalex:W7133307234,AMA-SAM: Adversarial multi-Domain alignment of segment anything model for high-Fidelity histology nuclei segmentation,,2026,Medical Image Analysis,10.1016/j.media.2026.104011,,,W7133307234,https://openalex.org/W7133307234,,T022_media_openalex_source,medical_imaging,,,segmentation,OpenAlex source S116571295; T047_modality_normalized; T048_method_normalized
openalex:W7133309137,PHIVE: A physics-informed variational encoder enables rapid spectral fitting of brain metabolite mapping at 7T,,2026,Medical Image Analysis,10.1016/j.media.2026.104014,,,W7133309137,https://openalex.org/W7133309137,,T022_media_openalex_source,medical_imaging,,,unspecified,OpenAlex source S116571295; T047_modality_normalized; T048_method_normalized
openalex:W7133482236,Table of Contents,,2026,IEEE Transactions on Medical Imaging,10.1109/tmi.2026.3665098,,,W7133482236,https://openalex.org/W7133482236,,T023_tmi_openalex_source,medical_imaging,,,unspecified,OpenAlex source S58069681; T047_modality_normalized; T048_method_normalized
openalex:W7128313727,Table of Contents,,2026,IEEE Transactions on Medical Imaging,10.1109/tmi.2026.3656002,,,W7128313727,https://openalex.org/W7128313727,,T023_tmi_openalex_source,medical_imaging,,,unspecified,OpenAlex source S58069681; T047_modality_normalized; T048_method_normalized
openalex:W7125904492,"Editorial AI Reviewer (AIR) Trial for Responsible, Secure, and Efficient Peer Review",,2026,IEEE Transactions on Medical Imaging,10.1109/tmi.2026.3658770,,,W7125904492,https://openalex.org/W7125904492,,T023_tmi_openalex_source,medical_imaging,,,unspecified,OpenAlex source S58069681; T047_modality_normalized; T048_method_normalized
openalex:W7140329598,Deep learning for temporal super-resolution 4D Flow MRI,,2026,IEEE Transactions on Medical Imaging,10.1109/tmi.2026.3676987,,,W7140329598,https://openalex.org/W7140329598,,T023_tmi_openalex_source,medical_imaging,,,unspecified,OpenAlex source S58069681; T047_modality_normalized; T048_method_normalized
openalex:W7128426061,LRD-ESR-Net: Pseudo-healthy Image Synthesis Based on Low-resolution Residual Decoupling and Edge-prior-guided Super-resolution Reconstruction Module,,2026,IEEE Transactions on Medical Imaging,10.1109/tmi.2026.3662706,,,W7128426061,https://openalex.org/W7128426061,,T023_tmi_openalex_source,medical_imaging,,,unspecified,OpenAlex source S58069681; T047_modality_normalized; T048_method_normalized
openalex:W7131231530,Plane-wave image reconstruction with Hy-PCF: A Novel Hybrid CNN-Transformer for Progressive Cross-domain Fusion,,2026,IEEE Transactions on Medical Imaging,10.1109/tmi.2026.3667618,,,W7131231530,https://openalex.org/W7131231530,,T023_tmi_openalex_source,medical_imaging,,,transformers,OpenAlex source S58069681; T047_modality_normalized; T048_method_normalized
openalex:W7134118867,Modality-Agnostic Federated Learning with Adaptive Updates for Heterogeneous Medical Image Tasks,,2026,IEEE Transactions on Medical Imaging,10.1109/tmi.2026.3671287,,,W7134118867,https://openalex.org/W7134118867,,T023_tmi_openalex_source,medical_imaging,,,federated_privacy,OpenAlex source S58069681; T047_modality_normalized; T048_method_normalized
openalex:W7131882320,QuPaS: SAM-based Semi-supervised Histopathological Image Segmentation with Quantum Force Field Finetuning and Adversarial Estimation,,2026,IEEE Transactions on Medical Imaging,10.1109/tmi.2026.3668785,,,W7131882320,https://openalex.org/W7131882320,,T023_tmi_openalex_source,medical_imaging,,,segmentation,OpenAlex source S58069681; T047_modality_normalized; T048_method_normalized
openalex:W7131091452,Semantic Augmentation Variational Autoencoder for Unsupervised Anomaly Detection in Retinal OCT Images,,2026,IEEE Transactions on Medical Imaging,10.1109/tmi.2026.3667146,,,W7131091452,https://openalex.org/W7131091452,,T023_tmi_openalex_source,medical_imaging,,,unspecified,OpenAlex source S58069681; T047_modality_normalized; T048_method_normalized
openalex:W7118169100,Table of Contents,,2026,IEEE Transactions on Medical Imaging,10.1109/tmi.2025.3646909,,,W7118169100,https://openalex.org/W7118169100,,T023_tmi_openalex_source,medical_imaging,,,unspecified,OpenAlex source S58069681; T047_modality_normalized; T048_method_normalized
openalex:W7131824365,Dynamic Registration-Based Photoacoustic Endoscopic Temperature Imaging for Precision Interventional Thermal Therapy and Monitoring,,2026,IEEE Transactions on Medical Imaging,10.1109/tmi.2026.3668711,,,W7131824365,https://openalex.org/W7131824365,,T023_tmi_openalex_source,medical_imaging,,,unspecified,OpenAlex source S58069681; T047_modality_normalized; T048_method_normalized
openalex:W7127301663,Uncertainty-guided Iterative Contrastive Fusion for Reliable Survival Prediction in Rectal Cancer,,2026,IEEE Transactions on Medical Imaging,10.1109/tmi.2026.3660270,,,W7127301663,https://openalex.org/W7127301663,,T023_tmi_openalex_source,medical_imaging,,,self_supervised,OpenAlex source S58069681; T047_modality_normalized; T048_method_normalized
openalex:W7134957548,uBrainSurf: Unified Curvature-aware Deformation Framework for Lifespan Brain Cortical Surface Reconstruction,,2026,IEEE Transactions on Medical Imaging,10.1109/tmi.2026.3672432,,,W7134957548,https://openalex.org/W7134957548,,T023_tmi_openalex_source,medical_imaging,,,unspecified,OpenAlex source S58069681; T047_modality_normalized; T048_method_normalized
openalex:W7140218738,Cooperative Multiplex GNN for High-Grade Glioma Survival Prediction from Preoperative Multi-Modal Radiomics-Based Brain Networks,,2026,IEEE Transactions on Medical Imaging,10.1109/tmi.2026.3677065,,,W7140218738,https://openalex.org/W7140218738,,T023_tmi_openalex_source,medical_imaging,,,unspecified,OpenAlex source S58069681; T047_modality_normalized; T048_method_normalized
openalex:W7128421559,Deep Image Prior-Incorporated Direct PET Parametric Image Reconstruction,,2026,IEEE Transactions on Medical Imaging,10.1109/tmi.2026.3662566,,,W7128421559,https://openalex.org/W7128421559,,T023_tmi_openalex_source,medical_imaging,,,unspecified,OpenAlex source S58069681; T047_modality_normalized; T048_method_normalized
openalex:W7143304045,Insights from particle simulations for diffusion MRI microstructure studies,,2026,IEEE Transactions on Medical Imaging,10.1109/tmi.2026.3678953,,,W7143304045,https://openalex.org/W7143304045,,T023_tmi_openalex_source,medical_imaging,,,generative,OpenAlex source S58069681; T047_modality_normalized; T048_method_normalized
openalex:W7131890654,MARVEL: Motion-Aware Reconstruction Via Embedded Learning of Motion Prior for Time-Resolved Cardiac CT,,2026,IEEE Transactions on Medical Imaging,10.1109/tmi.2026.3668774,,,W7131890654,https://openalex.org/W7131890654,,T023_tmi_openalex_source,medical_imaging,,,unspecified,OpenAlex source S58069681; T047_modality_normalized; T048_method_normalized
openalex:W7125803601,Ring artifact reduction in photon counting CT using redundant sampling and autocalibration,,2026,IEEE Transactions on Medical Imaging,10.1109/tmi.2026.3658004,,,W7125803601,https://openalex.org/W7125803601,,T023_tmi_openalex_source,medical_imaging,,,unspecified,OpenAlex source S58069681; T047_modality_normalized; T048_method_normalized
openalex:W7128428565,DHR <sup>2</sup> -Net: A Dual-Hierarchical Relational Reasoning Framework for Surgical Action Triplet Recognition,,2026,IEEE Transactions on Medical Imaging,10.1109/tmi.2026.3662737,,,W7128428565,https://openalex.org/W7128428565,,T023_tmi_openalex_source,medical_imaging,,,unspecified,OpenAlex source S58069681; T047_modality_normalized; T048_method_normalized
openalex:W7125775836,Neuron Segment Connectivity Prediction with Multimodal Features for Connectomics,,2026,IEEE Transactions on Medical Imaging,10.1109/tmi.2026.3658169,,,W7125775836,https://openalex.org/W7125775836,,T023_tmi_openalex_source,medical_imaging,,,transformers,OpenAlex source S58069681; T047_modality_normalized; T048_method_normalized
openalex:W7140298583,Multi-granularity Adversarial Generation Integrated Consistency Representation for Chest Low-Contrast-Enhanced CT Synthesis,,2026,IEEE Transactions on Medical Imaging,10.1109/tmi.2026.3677497,,,W7140298583,https://openalex.org/W7140298583,,T023_tmi_openalex_source,medical_imaging,,,unspecified,OpenAlex source S58069681; T047_modality_normalized; T048_method_normalized
openalex:W7124905944,aDiner: Adaptive Dynamic Implicit Neural Representation for Dynamic CBCT Imaging,,2026,IEEE Transactions on Medical Imaging,10.1109/tmi.2026.3656348,,,W7124905944,https://openalex.org/W7124905944,,T023_tmi_openalex_source,medical_imaging,,,unspecified,OpenAlex source S58069681; T047_modality_normalized; T048_method_normalized
openalex:W7127356316,Enhancing Knee Disease Diagnosis via Multi-View Graph Representation with Multi-Task Pre-Training,,2026,IEEE Transactions on Medical Imaging,10.1109/tmi.2026.3656355,,,W7127356316,https://openalex.org/W7127356316,,T023_tmi_openalex_source,medical_imaging,,,unspecified,OpenAlex source S58069681; T047_modality_normalized; T048_method_normalized
openalex:W7124451484,Domain Adaptive Multiple Instance Self-Training for Intraoperative Anomaly Detection,,2026,IEEE Transactions on Medical Imaging,10.1109/tmi.2026.3654087,,,W7124451484,https://openalex.org/W7124451484,,T023_tmi_openalex_source,medical_imaging,,,unspecified,OpenAlex source S58069681; T047_modality_normalized; T048_method_normalized
openalex:W7117893381,Regression is all you need for medical image translation,,2026,IEEE Transactions on Medical Imaging,10.1109/tmi.2025.3650412,,,W7117893381,https://openalex.org/W7117893381,,T023_tmi_openalex_source,medical_imaging,,,unspecified,OpenAlex source S58069681; T047_modality_normalized; T048_method_normalized
openalex:W7140752772,"Optimizing Colorectal Liver Metastasis Ablation through Metabolic Imaging, Margin Assessment, and Biopsy | Tweetorial",,2026,Radiology,10.1148/radiol.250864.tweetorial,,,W7140752772,https://openalex.org/W7140752772,,T024_radiology_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S50280174; T047_modality_normalized; T048_method_normalized
openalex:W7140291642,Revised Criterion for Identifying Small-Bowel Stricture in CD at CTE | Radiology In A Minute,,2026,Radiology,10.1148/radiol.251517.videosummary,,,W7140291642,https://openalex.org/W7140291642,,T024_radiology_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S50280174; T047_modality_normalized; T048_method_normalized
openalex:W7140296750,Safety Standards for Liver PTA: Meta-Analysis of Adverse Events | Radiology In A Minute,,2026,Radiology,10.1148/radiol.253113.videosummary,,,W7140296750,https://openalex.org/W7140296750,,T024_radiology_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S50280174; T047_modality_normalized; T048_method_normalized
openalex:W7139043147,Incidental Adnexal Lesions,,2026,Radiology,10.1148/radiol.250116.podcast,,,W7139043147,https://openalex.org/W7139043147,,T024_radiology_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S50280174; T047_modality_normalized; T048_method_normalized
openalex:W7139055489,MRI-based Risk Scoring System to Predict Early Recurrence after Resection of Solitary Hepatocellular Carcinoma 5 cm or Smaller | Tweetorial,,2026,Radiology,10.1148/radiol.252611.tweetorial,,,W7139055489,https://openalex.org/W7139055489,,T024_radiology_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S50280174; T047_modality_normalized; T048_method_normalized
openalex:W7138842951,Head-Neck-Aortic vwMRI for Supracardiac Atherosclerosis | Radiology In A Minute,,2026,Radiology,10.1148/radiol.251586.videosummary,,,W7138842951,https://openalex.org/W7138842951,,T024_radiology_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S50280174; T047_modality_normalized; T048_method_normalized
openalex:W7138172028,New Look at Cervical Spine Evaluation | Podcast,,2026,Radiology,10.1148/radiol.243834.podcast,,,W7138172028,https://openalex.org/W7138172028,,T024_radiology_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S50280174; T047_modality_normalized; T048_method_normalized
openalex:W7135246083,Identification of Biological Subtypes of Friedreich Ataxia with Structural MRI-based Machine Learning | Tweetorial,,2026,Radiology,10.1148/radiol.251386.tweetorial,,,W7135246083,https://openalex.org/W7135246083,,T024_radiology_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S50280174; T047_modality_normalized; T048_method_normalized
openalex:W7135040778,Noninvasive Differentiation of Indolent from Aggressive Renal Neoplasms with MR Fingerprinting Combined with Diffusion/Perfusion MRI | Tweetorial,,2026,Radiology,10.1148/radiol.251404.tweetorial,,,W7135040778,https://openalex.org/W7135040778,,T024_radiology_openalex_source,clinical_imaging|radiology,,,generative,OpenAlex source S50280174; T047_modality_normalized; T048_method_normalized
openalex:W7135098317,Contrast-Enhanced US Using Perfluorobutane for Diagnosing Small HCC in High-Risk Patients | Tweetorial,,2026,Radiology,10.1148/radiol.252271.tweetorial,,,W7135098317,https://openalex.org/W7135098317,,T024_radiology_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S50280174; T047_modality_normalized; T048_method_normalized
openalex:W7134953772,Inside PSMA PET Frameworks | Podcast,,2026,Radiology,10.1148/radiol.250701.podcast,,,W7134953772,https://openalex.org/W7134953772,,T024_radiology_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S50280174; T047_modality_normalized; T048_method_normalized
openalex:W7133538832,7-T Potassium (39K) MRI to Assess Muscle K+ Depletion in Primary Aldosteronism | Tweetorial,,2026,Radiology,10.1148/radiol.252004.tweetorial,,,W7133538832,https://openalex.org/W7133538832,,T024_radiology_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S50280174; T047_modality_normalized; T048_method_normalized
openalex:W7133507681,Ablation and Surgery Outcomes for T1a Renal Cell Carcinoma | Radiology In A Minute,,2026,Radiology,10.1148/radiol.251485.videosummary,,,W7133507681,https://openalex.org/W7133507681,,T024_radiology_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S50280174; T047_modality_normalized; T048_method_normalized
openalex:W7133558347,Prospective Multicenter Evaluation of Hepatocellular Carcinoma Surveillance under American Association for the Study of Liver Diseases Version 2023 Guidance | Tweetorial,,2026,Radiology,10.1148/radiol.252252.tweetorial,,,W7133558347,https://openalex.org/W7133558347,,T024_radiology_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S50280174; T047_modality_normalized; T048_method_normalized
openalex:W7133354259,Reassessing NSF Risk with Modern Contrast | Podcast,,2026,Radiology,10.1148/radiol.251794.podcast,,,W7133354259,https://openalex.org/W7133354259,,T024_radiology_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S50280174; T047_modality_normalized; T048_method_normalized
openalex:W7140308245,"Bone Metastasis Detection at CT with Deep Learning Models Trained Using Multicenter, Multimodal Reference Standards: Development and Evaluation",,2026,Radiology Artificial Intelligence,10.1148/ryai.250283,,,W7140308245,https://openalex.org/W7140308245,,T024_radiology_ai_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S4210219523; T047_modality_normalized; T048_method_normalized
openalex:W7140286193,Longitudinal DCE MRI Vascular Textures: Radiologic and Biologic Insights for pCR Prediction in HER2-Negative Breast Cancer,,2026,Radiology Artificial Intelligence,10.1148/ryai.250734,,,W7140286193,https://openalex.org/W7140286193,,T024_radiology_ai_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S4210219523; T047_modality_normalized; T048_method_normalized
openalex:W7139120845,Transformer-based Fusion of Longitudinal Multimodal Radiomic Features from Chest Radiography and CT in COVID-19,,2026,Radiology Artificial Intelligence,10.1148/ryai.240218,,,W7139120845,https://openalex.org/W7139120845,,T024_radiology_ai_openalex_source,clinical_imaging|radiology,,,transformers,OpenAlex source S4210219523; T047_modality_normalized; T048_method_normalized
openalex:W7135031686,Episode 62: Hot Takes: Radiology Reimagined with AI,,2026,Radiology Artificial Intelligence,10.1148/ryai.03122026.podcast,,,W7135031686,https://openalex.org/W7135031686,,T024_radiology_ai_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S4210219523; T047_modality_normalized; T048_method_normalized
openalex:W7134933867,Roadmap: An Ontology of Medical AI Models and Datasets,,2026,Radiology Artificial Intelligence,10.1148/ryai.260069,,,W7134933867,https://openalex.org/W7134933867,,T024_radiology_ai_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S4210219523; T047_modality_normalized; T048_method_normalized
openalex:W7134950662,Metrics for Artificial Intelligence in Medicine: A Reference Resource,,2026,Radiology Artificial Intelligence,10.1148/ryai.260070,,,W7134950662,https://openalex.org/W7134950662,,T024_radiology_ai_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S4210219523; T047_modality_normalized; T048_method_normalized
openalex:W7133517089,Fetal Brain in B-Mode: AIRFRAME Model Takes on Posterior Fossa Malformation Detection,,2026,Radiology Artificial Intelligence,10.1148/ryai.260042,,,W7133517089,https://openalex.org/W7133517089,,T024_radiology_ai_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S4210219523; T047_modality_normalized; T048_method_normalized
openalex:W7134949996,Editor’s Recognition Awards,,2026,Radiology Artificial Intelligence,10.1148/ryai.260178,,,W7134949996,https://openalex.org/W7134949996,,T024_radiology_ai_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S4210219523; T047_modality_normalized; T048_method_normalized
openalex:W7134986328,2025 Manuscript Reviewers: A Note of Thanks,,2026,Radiology Artificial Intelligence,10.1148/ryai.260176,,,W7134986328,https://openalex.org/W7134986328,,T024_radiology_ai_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S4210219523; T047_modality_normalized; T048_method_normalized
openalex:W7134979699,A Taxonomy of Machine Hallucination in Radiology,,2026,Radiology Artificial Intelligence,10.1148/ryai.250203,,,W7134979699,https://openalex.org/W7134979699,,T024_radiology_ai_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S4210219523; T047_modality_normalized; T048_method_normalized
openalex:W7128777368,Episode 61: Radiology: AI RSNA2025 Fireside Chat LIVE,,2026,Radiology Artificial Intelligence,10.1148/ryai.02132026.podcast,,,W7128777368,https://openalex.org/W7128777368,,T024_radiology_ai_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S4210219523; T047_modality_normalized; T048_method_normalized
openalex:W7128598618,Turning Routine CT into Reference Values for Quantitative Radiology,,2026,Radiology Artificial Intelligence,10.1148/ryai.251130,,,W7128598618,https://openalex.org/W7128598618,,T024_radiology_ai_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S4210219523; T047_modality_normalized; T048_method_normalized
openalex:W7127655271,The Cost of Convenience: How Labeling Errors by Large Language Models Can Distort Evaluations of AI Performance,,2026,Radiology Artificial Intelligence,10.1148/ryai.251133,,,W7127655271,https://openalex.org/W7127655271,,T024_radiology_ai_openalex_source,clinical_imaging|radiology,,,foundation_models,OpenAlex source S4210219523; T047_modality_normalized; T048_method_normalized
openalex:W7127701735,Quantifying the Privacy-Utility Trade-off in Medical Imaging AI,,2026,Radiology Artificial Intelligence,10.1148/ryai.251044,,,W7127701735,https://openalex.org/W7127701735,,T024_radiology_ai_openalex_source,clinical_imaging|radiology,,,federated_privacy,OpenAlex source S4210219523; T047_modality_normalized; T048_method_normalized
openalex:W7127595953,Teaching MRI to Read the Report: Text-Image Alignment for Brain MRI at Scale,,2026,Radiology Artificial Intelligence,10.1148/ryai.250962,,,W7127595953,https://openalex.org/W7127595953,,T024_radiology_ai_openalex_source,clinical_imaging|radiology,,,unspecified,OpenAlex source S4210219523; T047_modality_normalized; T048_method_normalized
openalex:W3213146795,Closing the loop in medical decision support by understanding clinical decision-making: A case study on organ transplantation,,2021,Neural Information Processing Systems,,,,W3213146795,https://openalex.org/W3213146795,,T025_neurips_2021_keyword,medical_imaging,,,deep_learning|representation_learning,NeurIPS harvest keyword=medical year=2021; T047_modality_normalized; T048_method_normalized
openalex:W3214720784,Breaking the Dilemma of Medical Image-to-image Translation,,2021,Neural Information Processing Systems,,,,W3214720784,https://openalex.org/W3214720784,,T025_neurips_2021_keyword,medical_imaging,,,deep_learning|representation_learning,NeurIPS harvest keyword=medical year=2021; T047_modality_normalized; T048_method_normalized
openalex:W3209525070,Chest ImaGenome Dataset for Clinical Reasoning,,2021,Neural Information Processing Systems,,,,W3209525070,https://openalex.org/W3209525070,,T025_neurips_2021_keyword,medical_imaging,,,deep_learning|representation_learning,NeurIPS harvest keyword=clinical year=2021; T047_modality_normalized; T048_method_normalized
